Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1232740,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0975,"Bolland, R. F.",11/27/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,79.00,,,,BOLLAND/RFB 0975,,,,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/3cf2d2e80-6da0-49b0-bb27-f6f94a3a6e14
USNM 1232741,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,RFB 0975,"Bolland, R. F.",11/27/85,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,79.00,,,,BOLLAND/RFB 0975,,,,,,,,,,,3/21/18 15:38,http://n2t.net/ark:/65665/391afaf9b-16cc-490e-866f-1e040d9702b8
USNM 1233464,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Goldberg, W.",9/5/74,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Parry Island, lagoon patch reef in caves and under ledges",,,,,,,,,12.00,,,,,,,339616,,,,,,,,7/16/18 14:53,http://n2t.net/ark:/65665/3dc6db5fc-bdb5-461f-9c21-63abc1690c60
USNM 1233467,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,,,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll",,,,,,,,,,,,,,,,339616,,,,,,,,3/12/18 15:54,http://n2t.net/ark:/65665/31a186275-4813-4dd9-9298-2a1095380bb3
USNM 1235682,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Dry; Dry,202C,,11/15/67,Trawl,Indian Ocean,Arabian Sea,,India,,,,W Of Bombay,18.45,71.22,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,84.00,,,"collector's label: ""LC-2 Trawl 202C 14-11-63"" location inferred from other Alton Brun specimens with similar location data and date",,,,,,,,,,,,3/21/18 15:36,http://n2t.net/ark:/65665/30d3266a0-005e-4152-9e73-db9be1fc2a36
USNM 1235683,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Dry; Dry,269C,,12/4/67,,Indian Ocean,"Arabian Sea, Gulf of Oman",,Oman,,,,Muscat,23.58,58.82,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,124.00,,,,,,,,,,,,,,,3/21/18 15:36,http://n2t.net/ark:/65665/37acc0689-9019-4d59-aca5-270ff9dace0c
USNM 1235877,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,10,"Smith-Vaniz, W. F.",2/16/77,Trawled,Indian Ocean,"Arabian Sea, Persian Gulf",,Saudi Arabia,,,,,26.9675,50.913,,FAO Colombia Maratime Project,M/V Lemuru,,,,63.00,,,,,,SOSC Invoice No. : 729,,,,,,,,,3/21/18 15:36,http://n2t.net/ark:/65665/35bf373de-8fef-4113-8d85-33b9ac527398
USNM 1235878,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,10,"Smith-Vaniz, W. F.",2/16/77,Trawled,Indian Ocean,"Arabian Sea, Persian Gulf",,Saudi Arabia,,,,,26.9675,50.913,,FAO Colombia Maratime Project,M/V Lemuru,,,,63.00,,,,,,SOSC Invoice No. : 729,,,,,,,,,3/21/18 15:36,http://n2t.net/ark:/65665/32f294f5b-7971-4d1d-b29d-62f24a608a5b
USNM 1249964,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,269C,,12/4/67,,Indian Ocean,"Arabian Sea, Gulf of Oman",,Oman,,,,Muscat,23.58,58.82,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,124.00,,,,,,,,,,,,,,,10/9/18 17:16,http://n2t.net/ark:/65665/36b67ffe1-8bfc-4d17-aefc-fb2275c99aab
USNM 1249965,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Dry; Dry,202A,"Gardner, J. E.",11/14/67,Trawl - Shrimp,Indian Ocean,Arabian Sea,,India,,,,"Panaji, West Of Panaji",17.37,71.7,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,106.00,,,,,,collector number : LC-2; collector number : LC-3,,,,,,,,,12/23/19 21:57,http://n2t.net/ark:/65665/3708fa153-7422-4c0b-8b43-ee9b7dabe27a
USNM 1270733,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",19-Jan,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 LOT,,Dry,,"Hwang, C. O.",3/18/18,,North Pacific Ocean,,,,,,,,32.6967,172.257,,,Oyang 96 F/V,,,,470.00,,,,2014-96-20-4,,,2071648,,,,,,,,3/10/19 19:32,http://n2t.net/ark:/65665/39263071d-4e0e-4998-ad38-fcbc22ff32b8
USNM 1403755,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",12-Feb-20,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,,10/24/90,Submersible,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Isabela Island, Fernandina Island; in channel between islands",-0.242017,-91.4155,,,Johnson Sea Link I DSR/V,3915,,,336.81,,,,,,sample number : 23-X-95-1-008,2074502,,,,,,,,4/11/20 12:41,http://n2t.net/ark:/65665/3d05299fe-4377-493c-bb70-acbde97ff053
USNM 1422531,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",20-Oct,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 LOT,,Alcohol (Ethanol),2014-96-20-4,,3/18/18,,North Pacific Ocean,,,,,,,Daikakyji Seamount,32.6967,172.257,,,Oyang R/V,,,,470.00,,,,,,,2071544,,,,,,,,10/28/20 16:08,http://n2t.net/ark:/65665/3d69a7cdb-d4c2-407d-aff6-e49007e44262
USNM 1422532,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",20-Oct,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 LOT,,Alcohol (Ethanol),2014-501-F-94-1,,5/10/18,,North Pacific Ocean,,,,,,,"Emperor Seamount, KoKo",35.5667,171.565,,,Oryong 501 F/V,,,,372.00,,,,,,,2071544,,,,,,,,10/28/20 16:13,http://n2t.net/ark:/65665/3e5acc710-c7f9-4151-a986-9990453e7fcd
USNM 1438742,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",2016,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),870-4,,10/27/20,,North Pacific Ocean,,,,,,,"Hawaiian-Emperor Seamount Chain, Bank 11",28.9894,179.551,,,Pisces V DSR/V,870,,,645.00,,,,,,,2078649,,,,,,,,2/1/21 18:13,http://n2t.net/ark:/65665/3d9eb9835-7c86-488f-86c8-96e8b2e65661
USNM 1439542,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",2016,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),11,"Grigg, R. W.; Eldredge, L. G.",10/26/77,Dredge,North Pacific Ocean,,,Northern Mariana Islands,,,,"Rota Island, leeward coast, 54 Fathom Bank",14.2067,145.18,,,Panglou Oro R/V,,,,164.00,,,,,,,2079514,,,,,,,,2/11/21 14:37,http://n2t.net/ark:/65665/35e68e26f-45b0-4098-a221-9ac2bbb4847b
USNM 1439588,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",2016,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),18,"Grigg, R. W.; Eldredge, L. G.",10/29/77,Dredge,North Pacific Ocean,,,Northern Mariana Islands,,,,"Saipan Island, Saipan Channel",15.1042,145.67,,,Panglou Oro R/V,,,,127.00,,,,,,,2079514,,,,,,,,2/11/21 20:21,http://n2t.net/ark:/65665/3c8441c03-c526-4d61-9747-076de206a760
USNM 43152,Specimen/Lot,"Acanthogorgia spinosa Hiles, 1899",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Acanthogorgia spinosa Hiles, 1899 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),305,,2/9/04,,South Pacific Ocean,,,Indonesia,Lesser Sunda Islands,,,"Solor Islands, Solor Strait, Kampong Menanga",,,,Siboga Expedition,Siboga R/V,,,"Sand, mud and shells",113.00,,,,,,,131487,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/367332e05-9405-4e31-961a-ebb9be4cff81
USNM 91926,Specimen/Lot,"Acanthogorgia studeri Nutting, 1911",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Acanthogorgia studeri Nutting, 1911 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Syntype,Siboga Expeditie. 13(part 3b): 20-21.,Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),47,,04/08/1899,,South Pacific Ocean,Flores Sea,,Indonesia,Lesser Sunda Islands,,,"Sumbawa Island, Bima Bay, Near South Fort",,,,Siboga Expedition,Siboga R/V,,,,55.00,,,,,,,392622,,,,,,,,10/21/18 13:28,http://n2t.net/ark:/65665/3cf6d8b85-10a9-41c9-9ffb-a7b4149a2b25
USNM 44185,Specimen/Lot,"Acanthogorgia vegae Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Acanthogorgia vegae Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Holotype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 80, fig. 16:2,3, 17, pl. 2, fig. 2.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),1083,"Stuxberg, A.",10/11/1879,,North Pacific Ocean,,,Japan,,,,Yedo Bay,,,,,,,,,119.00,,,,,,,181251,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3afea580f-b70d-427d-96d1-f9403cc94248
68033,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,9/11/89,,,,,,,,,"Tokunoshima, Senma Bay",27.78194444,128.8736111,,,,,,,,,,,,,,,,,,,,,,,
60875,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,10/22/88,,,,,,,,,"Horseshoe Cliffs, 1 km WNW Onna Village, Okinawa Islands",26.5,127.8483333,,,,,,,,,,,,,,,,,,,,,,,
67078,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,10/10/89,,,,,,,,,"Tonaki/Umusaki, Okinawa",26.35833333,127.1633333,,,,,,,,,,,,,,,,,,,,,,,
67079,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,9/6/94,,,,,,,,,"Horseshoe Cliffs, 1 km WNW Onna Village, Okinawa",26.5,127.8483333,,,,,,,,,,,,,,,,,,,,,,,
CNID-3702,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,4/29/43,,,,,,,,,"Cuba, Old Bahama Channel north of Cayo Coco",22.6,-78.35,,,,,,,,,,,,,,,,,,,,,,,
68042,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,4/13/91,,,,,,,,,Raja Noi,,,,,,,,,,,,,,,,,,,,,,,,,
68099,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,9/11/89,,,,,,,,,"Tokunoshima, Senma Bay",27.78194444,128.8736111,,,,,,,,,,,,,,,,,,,,,,,
67120,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,11/14/92,,,,,,,,,"Horseshoe Cliffs, 1 km W.N.W. of Onna Village, Okinawa",26.5,127.8483333,,,,,,,,,,,,,,,,,,,,,,,
68100,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,8/10/90,,,,,,,,,"Okinawa, Iejima",26.72333333,127.8388889,,,,,,,,,,,,,,,,,,,,,,,
67077,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,11/13/91,,,,,,,,,"Ko Dok Mai, E of Phuket",7.795833333,98.5375
139338,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/11/20,,,,,,,,,California,33.4773845,-119.1444253
68101,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,9/20/89,,,,,,,,,"Tonaki/Umusaki, Okinawa",26.35833333,127.1633333
68034,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,6/28/85,,,,,,,,,"Onna, Okinawa",26.5,127.8483333
67066,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,2/26/44,,,,,,,,,E of St. Augustine,30.16666667,-78.73333333
68041,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,8/10/90,,,,,,,,,"Okinawa, Iejima",26.72333333,127.8388889
CNID-3719,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,4/5/43,,,,,,,,,"Cuba, off Santa Clara, Bahia de Cochinos",22.15,-81.15
68105,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,4/13/91,,,,,,,,,Raja Noi,,
139742,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/15/22,,,,,,,,,California,33.95929899,-119.4754059
139743,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/15/22,,,,,,,,,California,33.95936301,-119.4754693
139649,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/15/22,,,,,,,,,California,33.9607218,-119.481558
68035,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,10/17/90,,,,,,,,,"Japan, Okino Erabu",27.40833333,128.6166667
68040,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,8/10/90,,,,,,,,,"Okinawa, Iejima",26.72333333,127.8388889
67065,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/24/40,,,,,,,,,Georges Bank: Canyon C.,40.31666667,-67.86666667
139653,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/15/22,,,,,,,,,California,33.96066,-119.481423
67121,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,5/9/89,,,,,,,,,"Senkaku Islands, Okinawa Pref. Fish. Lab.",,
68102,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,4/13/91,,,,,,,,,Raja Noi,,
139655,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/15/22,,,,,,,,,California,33.960721,-119.481488
68039,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,8/14/85,,,,,,,,,"Izu-Kogen, Izu Peninsula",34.83333333,139.0833333
CNID-3864,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,3/11/42,,,,,,,,,"Cuba,  Old Bahama Channel, off Punta Alegre",22.8,-78.66666667
139637,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,7/14/20,,,,,,,,,California,33.95936301,-119.4754693
CNID-4137,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,5/20/04,,,,,,,,,"Japan, off Chiba",34.96666667,139.75
67109,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,8/14/85,,,,,,,,,"Izu-Kogen, Izu Peninsula",34.83333333,139.0833333
68106,,Acanthogorgia,,,,,,,,,,,,,,,,,,,,10/21/89,,,,,,,,,"Okinawa Archipelago, Amami Oshima, Tande-Oshima",28.16666667,129.2416667
126517,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,,06/29/1880,,,,,,,,,NE end of George's Bank,41.54722222,-65.91666667
CNID-4701,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,,06/30/1880,,,,,,,,,"United States, SE of Martha's Vineyard, between Georges Bank and Newport",40.19444444,-68.36666667
CNID-4704,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,02/18/1879,,,,,,,,,"St. Vincent and Grenadines, Off St. Vincent",13.11,-61.2125
CNID-4708,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,03/08/1879,,,,,,,,,Barbados,13.19027778,-59.75972222
CNID-4705,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,03/9/1879,,,,,,,,,Barbados,13.19833333,-59.64583333
CNID-4707,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,01/20/1899,,,,,,,,,"Puerto Rico, Mayaguez Harbor",,
CNID-4706,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,12/29/1871,,,,,,,,,"Barbados, off Sandy Bay",13.05,-59.58333333
CNID-4702,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuba, Havana",,
CNID-4703,,Acanthogorgia aspera,,,,,,,,,,,,,,,,,,,,01/28/1879,,,,,,,,,Dominica,15.27083333,-61.41111111
67593,,Acanthogorgia carduella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[no specific locality data],,
ALCY-410,,Acanthogorgia coccinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hong Kong,,
CNID-4678,,Acanthogorgia hirta,,,,,,,,,,,,,,,,,,,,05/04/1868,,,,,,,,,"United States, Florida, Off Bahia Honda",24.23888889,-80.99444444
CNID-4710,,Acanthogorgia muricata,,,,,,,,,,,,,,,,,,,,03/05/1879,,,,,,,,,Barbados,13.07,-59.6125
CNID-5025,,Acanthogorgia schrammi,,,,,,,,,,,,,,,,,,,,01/16/1879,,,,,,,,,Montserrat,16.69833333,-62.22333333
,,Acanthogorgia schrammi,,,,,,,,,,,,,,,,,,,,02/23/1879,,,,,,,,,"St. Vincent and Grenadines, Off Grenadines",12.54583333,-61.4875
2912641,,Acanthogorgia,,,,,J. A. Moore,,,,,,,,,,,,,,"Les Watling, Scott C. France, R/V Atlantis Cruise AT08-01",7/14/07,,,,,,,,,Manning Seamount,38.2648,-60.5473
2912649,,Acanthogorgia,,,,,J. A. Moore,,,,,,,,,,,,,,"Les Watling, Scott C. France, R/V Atlantis Cruise AT08-01",7/14/07,,,,,,,,,Manning Seamount,38.2648,-60.5474
2925669,,Acanthogorgia,,,,,J. A. Moore,,,,,,,,,,,,,,"Jon A. Moore, R/V Ronald Brown Cruise RB04-04",5/22/04,,,,,,,,,Retriever Seamount,39.7803,-66.2491
2925670,,Acanthogorgia,,,,,J. A. Moore,,,,,,,,,,,,,,"Jon A. Moore, R/V Ronald Brown Cruise RB04-04",5/22/04,,,,,,,,,Retriever Seamount,39.7803,-66.2491
2920244,,Acanthogorgia,,,,,,,,,,,,,,,,,,,"Thomas Goodwin, Schr. Elisha Crowell",2/21/09,,,,,,,,,Western Bank,,
3836804,,Acanthogorgia,,,,,,,,,,,,,,,,,,,"Lauren Mullineaux, Selene Eltgroth, R/V Atlantis Cruise AT12-01",10/29/09,,,,,,,,,Picket Seamount,39.6539919,-65.9487269
3969465,,Acanthogorgia,,,,,,,,,,,,,,,,,,,"J. A. Moore, R/V Pisces, Cruise PC-12-05",9/3/12,,,,,,,,,Bear Seamount,39.92766,-67.4272
4203901,,Acanthogorgia,,,,,Addison E. Verrill,,,,,,,,,,,,,,,,,,,,,,,,Sable Island Bank,,
2943509,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,"Jeffreys J. Lavender, Schr. Addison Centre",2/22/09,,,,,,,,,Sable Island,43.5,-59.8333
2945029,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,Schr. S. R. Lane,2/22/09,,,,,,,,,Sable Island Bank,43.5333,-60.35
2945030,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,Schr. Augusta. H. Johnson,2/22/09,,,,,,,,,Sable Island Bank,43.25,-60.3333
2945031,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,Schr. Guy Cunningham,07/10/1880,,,,,,,,,Grand Banks,,
2945032,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,Schr. Grace L. Fears,2/22/09,,,,,,,,,Sable Island,43.8,-59
2911720,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,"Thomas Goodwin, Schr. Elisha Crowell",2/21/09,,,,,,,,,Western Bank,,
2945033,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,"Thomas Goodwin, Schr. Elisha Crowell",2/21/09,,,,,,,,,Western Bank,,
2946272,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,U.S. Fish Comm. Stmr. Speedwell,08/25/1879,,,,,,,,,Race Point Light,42.1417,-70.28
2946273,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,"Charles Anderson, Schr. Alice G. Wonson",09/19/1878,,,,,,,,,George's Bank,,
2946274,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,U.S. Fish Comm. Stmr. Albatross,07/13/1885,,,,,,,,,off Continental Shelf,41.7833,-65.625
2946275,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,Schr. Mary F. Chisholm,09/30/1880,,,,,,,,,Grand Banks,,
2946276,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,U.S. Fish Comm. Stmr. Albatross,07/31/1883,,,,,,,,,off Continental Shelf,40.0469,-68.8167
2946277,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,Schr. Mary F. Chisholm,09/30/1880,,,,,,,,,Grand Banks,,
2946278,,Acanthogorgia armata,,,,,,,,,,,,,,,,,,,Schr. Isaac A. Chapman,08/04/1880,,,,,,,,,Saint Peter's Bank,44.8333,-65.2667
2946279,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,U.S. Fish Comm. Stmr. Albatross,04/27/1883,,,,,,,,,Continental Shelf off Atlantic States,35.2833,-75.2167
2946280,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,Schr. Lizzie K. Clark,10/06/1878,,,,,,,,,Western Bank,43.5333,-59.75
2946281,,Acanthogorgia armata,,,,,Addison E. Verrill,,,,,,,,,,,,,,Schr. Notice,09/14/1880,,,,,,,,,Grand Banks,,
