"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 80160"	"Specimen/Lot"	"Acanthogorgia incrustata Kukenthal, 1919"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"31-Aug-00"	"Acanthogorgia incrustata Kukenthal, 1919 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"1"	NA	"Alcohol (Ethanol)"	"65"	"Smithsonian Oceanographic Sorting Center"	NA	"Trawl - Blake"	"South Atlantic Ocean"	"Scotia Sea"	NA	"South Sandwich Islands"	NA	NA	NA	"Visokoi Island, near island"	-56.7383	-26.9767	NA	"USAP"	"Islas Orcadas R/V"	"575"	NA	NA	375	NA	NA	NA	"USARP/IS/575/65/SOSC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/35c22f0e9-b2ae-4464-87bf-0303b0c84919"
"USNM 80161"	"Specimen/Lot"	"Acanthogorgia incrustata Kukenthal, 1919"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"31-Aug-00"	"Acanthogorgia incrustata Kukenthal, 1919 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Polar antarctic collection"	"5"	NA	"Alcohol (Ethanol)"	"1944"	"University of Southern California"	NA	"Trawl - Blake"	"Antarctic Ocean"	"Ross Sea"	NA	"Antarctica"	NA	NA	NA	"Victoria Land, Scott Island Bank"	-67.38	-179.97	NA	"USAP"	"Eltanin R/V"	"27"	NA	NA	595	NA	NA	NA	"USARP/EL/27/1944/USC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"3/14/17 17:31"	"http://n2t.net/ark:/65665/3ff0d38e9-c721-4522-8ddc-583ce68c081a"
"USNM 1077456"	"Specimen/Lot"	"Acanthogorgia media Thomson & Henderson, 1905"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"20-Oct-85"	"Acanthogorgia media Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"5"	NA	"Alcohol (Ethanol)"	"18"	NA	NA	NA	"Indian Ocean"	"Andaman Sea"	NA	"Thailand"	NA	NA	NA	"Phuket Island, West Of"	7.57	98	NA	"IIOE"	"Te Vega R/V"	"1"	NA	NA	77	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:30"	"http://n2t.net/ark:/65665/38db2da4f-fae8-40be-8b53-3fd1a5b37f81"
"USNM 1079355"	"Specimen/Lot"	"Acanthogorgia media Thomson & Henderson, 1905"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"20-Nov-85"	"Acanthogorgia media Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"202C"	NA	NA	"Trawl"	"Indian Ocean"	"Arabian Sea"	NA	"India"	NA	NA	NA	"W Of Bombay"	18.45	71.22	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"4B"	NA	NA	84	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:30"	"http://n2t.net/ark:/65665/35023f06e-e0da-4d66-8eb7-314ca315abb7"
"USNM 1080643"	"Specimen/Lot"	"Acanthogorgia media Thomson & Henderson, 1905"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"21-Nov-85"	"Acanthogorgia media Thomson & Henderson, 1905 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"203A"	NA	NA	NA	"Indian Ocean"	"Arabian Sea"	NA	"India"	NA	NA	NA	"Bombay"	19.12	71.68	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"4B"	NA	NA	69	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:30"	"http://n2t.net/ark:/65665/34c326e61-e757-4d83-80ff-f081779bd95c"
"USNM 43154"	"Specimen/Lot"	"Acanthogorgia muricata Verrill, 1883"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Acanthogorgia muricata Verrill, 1883 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"260"	NA	NA	NA	"South Pacific Ocean"	"Banda Sea"	NA	"Indonesia"	"Moluccas"	NA	NA	"Kai Islands, Kai Island, Nuhujaan, 2.3 Mile NW Of North Point"	-5.6083	132.92	NA	"Siboga Expedition"	"Siboga R/V"	NA	NA	"Sand, mud and shells"	90	NA	NA	NA	NA	NA	NA	131487	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/334993d74-f3c7-4dcd-adfe-f8e639c600f4"
"USNM 1080650"	"Specimen/Lot"	"Acanthogorgia muricata Verrill, 1883"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"19-Sep-85"	"Acanthogorgia muricata Verrill, 1883 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"39"	NA	NA	NA	"Indian Ocean"	"Andaman Sea"	NA	"Burma"	NA	NA	NA	"South Of"	14.7	97.08	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"1"	NA	NA	22	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3e5956a6d-24ca-4f0a-af23-70faca262ec7"
"USNM 30035"	"Specimen/Lot"	"Acanthogorgia paradoxa Nutting, 1913"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Acanthogorgia paradoxa Nutting, 1913 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	"Holotype"	"Nutting. 1912. Proc. U.S. Natl. Mus. 43: 74, pl. 11, fig. 1,1a, pl. 19, fig. 5."	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol); Slide"	"4890"	"United States Fish Commission"	2008-10-10	"Trawl - Agassiz beam, 9 ft"	"North Pacific Ocean"	"East China Sea"	NA	"Japan"	NA	NA	NA	"Goto Islands, Fukue Island, South of"	32.4417	128.608	NA	"Northwestern Pacific Expedition"	"Albatross R/V"	NA	NA	NA	247	NA	NA	NA	"USFC/A4890"	NA	NA	51381	NA	NA	NA	NA	NA	NA	NA	"11/25/19 19:18"	"http://n2t.net/ark:/65665/3b5ff850a-5423-4c3a-9df8-e43d303fb85a"
"USNM 30080"	"Specimen/Lot"	"Acanthogorgia paradoxa Nutting, 1913"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Acanthogorgia paradoxa Nutting, 1913 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	"Paratype"	"Nutting. 1912. Proc. U.S. Natl. Mus. 43: 74, pl. 11, fig. 1,1a, pl. 19, fig. 5."	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"5070"	"United States Fish Commission"	NA	"tangle swabs"	"North Pacific Ocean"	"Suruga Gulf"	NA	"Japan"	"Shizuoka"	NA	NA	"Honshu Island, Numazu, Suruga Bay"	35.0569	138.794	NA	"Northwestern Pacific Expedition"	"Albatross R/V"	NA	NA	NA	198	NA	NA	NA	"USFC/A5070"	NA	NA	51381	NA	NA	NA	NA	NA	NA	NA	"7/7/19 15:09"	"http://n2t.net/ark:/65665/3a2e48321-ca07-48f2-8770-88e91ff41c65"
"USNM 30081"	"Specimen/Lot"	"Acanthogorgia paradoxa Nutting, 1913"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Acanthogorgia paradoxa Nutting, 1913 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	"Paratype"	"Nutting. 1912. Proc. U.S. Natl. Mus. 43: 74, pl. 11, fig. 1,1a, pl. 19, fig. 5."	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"5070"	"United States Fish Commission"	NA	"tangle swabs"	"North Pacific Ocean"	"Suruga Gulf"	NA	"Japan"	"Shizuoka"	NA	NA	"Honshu Island, Numazu, Suruga Bay"	35.0569	138.794	NA	"Northwestern Pacific Expedition"	"Albatross R/V"	NA	NA	NA	198	NA	NA	NA	"USFC/A5070"	NA	NA	51381	NA	NA	NA	NA	NA	NA	NA	"7/7/19 15:09"	"http://n2t.net/ark:/65665/38fef1b3b-4034-4010-95db-b47b7e54606f"
"USNM 91880"	"Specimen/Lot"	"Acanthogorgia paradoxa Nutting, 1913"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Nutting, C. C."	NA	"Acanthogorgia paradoxa Nutting, 1913 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	"Thesea placoderma Nutting, 1910; Paracis placoderma (Nutting, 1910)"	"Paratype"	"Nutting. 1912. Proc. U.S. Natl. Mus. 43: 74, pl. 11, fig. 1,1a, pl. 19, fig. 5."	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"4894"	"United States Fish Commission"	2008-10-10	"tangle swabs"	"North Pacific Ocean"	"East China Sea"	NA	"Japan"	NA	NA	NA	"Goto Islands, Fukue Island, South of"	32.55	128.536	NA	"Northwestern Pacific Expedition"	"Albatross R/V"	NA	NA	NA	174	NA	NA	NA	"USFC/A4894"	NA	NA	131487	NA	NA	NA	NA	NA	NA	NA	"7/1/19 15:13"	"http://n2t.net/ark:/65665/384fd679e-4d1a-4bcb-a780-b06b622d2e99"
"USNM 1221648"	"Specimen/Lot"	"Acanthogorgia ridleyi Wright & Studer, 1889"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Acanthogorgia ridleyi Wright & Studer, 1889 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"307"	NA	2001-04-18	NA	"South Pacific Ocean"	NA	NA	"Chile"	NA	NA	NA	NA	-49.4	-74.38	NA	NA	"Challenger R/V"	NA	NA	NA	269	NA	NA	NA	NA	NA	"catalog number : 20929"	392622	NA	NA	NA	NA	NA	NA	NA	"9/28/17 18:15"	"http://n2t.net/ark:/65665/3c0c8bcde-aac3-4ec7-a3ed-984e5aafc0b4"
"USNM 43027"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Deichmann, Elizabeth"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"2354"	"United States Fish Commission"	NA	"Trawl - Small Beam"	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Mexico"	"Quintana Roo"	NA	NA	"Yucatan Channel, Cozumel Island"	20.9917	-86.3958	NA	NA	"Albatross R/V"	NA	NA	NA	238	NA	NA	NA	"USFC/A2354"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"12/17/18 20:57"	"http://n2t.net/ark:/65665/3e22c1dee-ddb3-4f3a-a7fd-8e40224cbfb1"
"USNM 49420"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"36"	"Nutting, C. C."	NA	NA	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Barbados"	NA	NA	NA	"Pelican Island, Carlisle Bay, SW Side Of Bay 2 Mile Off"	13.17	-59.53	NA	"University of Iowa Barbados - Antigua Expedition"	"Sloop Resolute"	NA	NA	"Rocky bottom, tangles"	165	NA	NA	NA	NA	NA	NA	131487	NA	NA	NA	NA	NA	NA	NA	"6/19/17 19:10"	"http://n2t.net/ark:/65665/32e80a531-9782-4703-ac2f-722da35c1609"
"USNM 49429"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Alcohol (Ethanol)"	"2354"	"United States Fish Commission"	NA	"Trawl - Small Beam"	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Mexico"	"Quintana Roo"	NA	NA	"Yucatan Channel, Cozumel Island"	20.9917	-86.3958	NA	NA	"Albatross R/V"	NA	NA	NA	238	NA	NA	NA	"USFC/A2354"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"12/17/18 20:57"	"http://n2t.net/ark:/65665/3413d4699-36be-4edf-9fd2-9496c300ba06"
"USNM 49472"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"2354"	"United States Fish Commission"	NA	"Trawl - Small Beam"	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Mexico"	"Quintana Roo"	NA	NA	"Yucatan Channel, Cozumel Island"	20.9917	-86.3958	NA	NA	"Albatross R/V"	NA	NA	NA	238	NA	NA	NA	"USFC/A2354"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"12/17/18 20:57"	"http://n2t.net/ark:/65665/359afe383-c75e-461e-bce7-0e1616713858"
"USNM 50493"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"1283"	NA	NA	NA	"North Atlantic Ocean"	"Gulf of Mexico"	NA	"United States"	"Louisiana"	NA	NA	"Mississippi Delta"	29.1	-88.3167	NA	NA	"Oregon R/V"	NA	NA	NA	476	NA	NA	NA	NA	NA	NA	206422	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3b1647d0d-3b17-4e7f-8073-6425046bf8a4"
"USNM 50522"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"1048"	NA	NA	NA	"North Atlantic Ocean"	"Gulf of Mexico"	NA	"Mexico"	"Yucatan"	NA	NA	"Campeche Bank, North Of"	21.2833	-91.3	NA	NA	"Oregon R/V"	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	211231	NA	NA	NA	NA	NA	NA	NA	"7/27/18 6:36"	"http://n2t.net/ark:/65665/396d18a0d-cf35-4cd7-b372-ce8a0736ed17"
"USNM 50908"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"2066"	NA	NA	NA	"North Atlantic Ocean"	NA	NA	"Brazil"	"Para"	NA	NA	"NE Of Mouth Of Amazon River"	2.6667	-47.9167	NA	NA	"Oregon R/V"	NA	NA	NA	201	NA	NA	NA	NA	NA	NA	215284	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:11"	"http://n2t.net/ark:/65665/3a45377a6-7914-4cb0-ab5f-a577a22c9273"
"USNM 94533"	"Specimen/Lot"	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864)"	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia schrammi (Duchassaing & Michelotti, 1864) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"1150"	NA	NA	NA	"North Atlantic Ocean"	"Caribbean Sea"	NA	"Dominican Republic"	NA	NA	NA	"Monte Cristi, NE Of"	19.95	-71.3667	NA	NA	"Pillsbury R/V"	"7001"	NA	NA	229	NA	NA	NA	NA	NA	NA	295887	NA	NA	NA	NA	NA	NA	NA	"7/27/18 6:03"	"http://n2t.net/ark:/65665/367b952cf-02c8-4bc0-9e3c-7cc10fcbe167"
"USNM 49597"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"3742"	"United States Fish Commission"	NA	"Trawl - Blake Beam, 5.5 ft"	"North Pacific Ocean"	NA	NA	"Japan"	"Chiba"	NA	NA	"Honshu Island, Sagami Bay, Suno Saki"	34.9666	139.747	NA	NA	"Albatross R/V"	NA	NA	NA	161	NA	NA	NA	"USFC/A3742"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"4/22/19 19:59"	"http://n2t.net/ark:/65665/317236014-c4e2-41e7-9640-22b014a06c77"
"USNM 49730"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"3730"	"United States Fish Commission"	NA	"Net - Surface Tow"	"North Pacific Ocean"	NA	NA	"Japan"	"Shizuoka"	NA	NA	"Honshu Island, Suruga Bay, Omae Zaki"	34.6475	138.016	NA	NA	"Albatross R/V"	NA	NA	NA	68	NA	NA	NA	"USFC/A3730"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"4/22/19 19:27"	"http://n2t.net/ark:/65665/3dad67826-8158-42b6-b43b-4dfe49f8c247"
"USNM 49876"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"5118"	"United States Fish Commission"	NA	"Trawl - Tanner Beam, 12 ft, with mud bag"	"North Pacific Ocean"	NA	"Balayan Bay"	"Philippines"	"Batangas"	NA	NA	"Luzon Island, Balayan Bay, SW of"	13.8125	120.698	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	291	NA	NA	NA	"USFC/A5118"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"7/18/19 18:18"	"http://n2t.net/ark:/65665/30fd0d31d-1f43-4e43-aa90-b26f020869e1"
"USNM 49891"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5118"	"United States Fish Commission"	NA	"Trawl - Tanner Beam, 12 ft, with mud bag"	"North Pacific Ocean"	NA	"Balayan Bay"	"Philippines"	"Batangas"	NA	NA	"Luzon Island, Balayan Bay, SW of"	13.8125	120.698	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	291	NA	NA	NA	"USFC/A5118"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"7/18/19 18:18"	"http://n2t.net/ark:/65665/3a004b252-f7f5-49e7-9c58-9c524b6859b7"
"USNM 49901"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5393"	"United States Fish Commission"	NA	"Trawl - Agassiz beam, 12 ft, with mud bag"	"North Pacific Ocean"	"Samar Sea"	NA	"Philippines"	"Northern Samar"	NA	NA	"Tagapulo Island"	12.0583	124.06	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	249	NA	NA	NA	"USFC/A5393"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"8/6/19 16:17"	"http://n2t.net/ark:/65665/38a5bda6b-19c9-418d-9ef7-136c5130bd0d"
