"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 59832"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"6"	NA	"Alcohol (Ethanol)"	"371F"	NA	NA	NA	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Quissico, 40 Mile E"	-24.77	35.3	NA	"IIOE - International Indian Ocean Expedition - International Indian Ocean Expedition"	"Anton Bruun R/V"	"7"	NA	NA	110	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"12/16/19 22:02"	"http://n2t.net/ark:/65665/3e0d3fec0-2c8c-4aef-9f7d-1994dcaeae30"
"USNM 60486"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"1-Apr-86"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5151"	"United States Fish Commission"	NA	"Trawl - Agassiz beam, 12 ft, with mud bag"	"North Pacific Ocean"	NA	NA	"Philippines"	"Sulu"	NA	NA	"Tapul Group, Sugbai Passage, Sugbai Island, SE of"	5.4111	120.454	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	44	NA	NA	NA	"USFC/A5151"	NA	NA	67302	NA	NA	NA	NA	NA	NA	NA	"7/18/19 20:25"	"http://n2t.net/ark:/65665/3d87a600a-a3ad-47d5-b397-16cb105c8a08"
"USNM 73945"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"2785"	"United States Fish Commission"	2002-08-18	"Trawl - Large Beam"	"South Pacific Ocean"	NA	NA	"Chile"	"Aisen del General Carlos Ibanez del Campo"	NA	NA	"Mesier Canal, Serrano Island, East of"	-48.15	-74.6	NA	NA	"Albatross R/V"	NA	NA	NA	821	NA	NA	NA	"USFC/A2785"	NA	"Original Number : 1180 - F.C."	0	NA	NA	NA	NA	NA	NA	NA	"1/22/19 16:04"	"http://n2t.net/ark:/65665/349e0f759-5679-4d42-bdc2-0dfab503b560"
"USNM 75417"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1466"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	66	NA	NA	NA	"BOLLAND/RFB 1466"	NA	"Original Number : OK0821RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3b7f54d28-ddc1-4d42-979c-f5205efd92b0"
"USNM 75422"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1458"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	64	NA	NA	NA	"BOLLAND/RFB 1458"	NA	"Original Number : OK0824RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/36b73c58a-06c8-43d3-aab5-0f0c74936961"
"USNM 75513"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1479"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	"BOLLAND/RFB 1479"	NA	"Original Number : OK0926RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3c6d40c63-17ec-473c-bc2d-74dcf8713075"
"USNM 75581"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Ts"	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.72	127.75	NA	NA	NA	NA	NA	NA	330	NA	NA	NA	NA	NA	"Original Number : OK0251TS"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:33"	"http://n2t.net/ark:/65665/389086f99-f15e-438a-8b16-9d467b9eb874"
"USNM 76004"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Sunbanji"	24.82	125.42	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	"Original Number : OK0382KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3b06d8760-0c1e-4aab-bc2e-6857e8854dfb"
"USNM 76005"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Sunbanji"	24.82	125.42	NA	NA	NA	NA	NA	NA	29	NA	NA	NA	NA	NA	"Original Number : OK0383KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3e31f4cf4-f4fd-4e7d-a999-976c032ee809"
"USNM 76006"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Sunbanji"	24.82	125.42	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	NA	"Original Number : OK0384KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3ebaac801-7417-4b79-be17-ff4e10c72ef6"
"USNM 76011"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Sunbanji"	24.82	125.42	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	NA	"Original Number : OK0388KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/367928501-7a27-49bf-9e6c-a4d377170744"
"USNM 77519"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Bonin Islands, Chichi Jima, Miyanohama"	27.1	142.2	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	"Original Number : OG0004KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/368b3b1ae-e96b-464a-9321-108f866a3388"
"USNM 79622"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	NA	"Chesher, R."	NA	NA	"South Pacific Ocean"	NA	NA	"Tonga"	NA	NA	NA	"Tongatapu, Piha Passage, N Edge"	-21.105	-175.12	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	363129	NA	NA	NA	NA	NA	NA	NA	"10/18/18 22:01"	"http://n2t.net/ark:/65665/3c9253054-4b9c-414e-9aab-24edeb0c5d53"
"USNM 79629"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	"5255"	"United States Fish Commission"	NA	"Trawl - Agassiz beam, 12 ft, with mud bag"	"North Pacific Ocean"	"Gulf of Davao"	NA	"Philippines"	"Davao"	NA	NA	"Mindanao Island, Dumalag Island, 4.5 Miles NE of"	7.05	125.65	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	183	NA	NA	NA	"USFC/A5255"	NA	NA	67302	NA	NA	NA	NA	NA	NA	NA	"7/24/19 15:26"	"http://n2t.net/ark:/65665/32e5586f9-5412-41c6-9f1f-42eaaf1436fc"
"USNM 79980"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Aug-91"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Chesher, R."	NA	NA	"South Pacific Ocean"	NA	NA	"Tonga"	NA	NA	NA	"Tongatapu, Piha Passage, N Edge"	-21.105	-175.12	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	363129	NA	NA	NA	NA	NA	NA	NA	"10/21/18 12:19"	"http://n2t.net/ark:/65665/3967b7230-8759-43f8-b3cb-4b080cff422c"
"USNM 82129"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"12-May-92"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"1"	NA	"Alcohol (Ethanol)"	"130"	"Smithsonian Oceanographic Sorting Center"	NA	"Trawl - Blake"	"South Atlantic Ocean"	"Scotia Sea"	NA	NA	NA	NA	NA	"Scotia Ridge, west of South Sandwich Islands"	-59.885	-32.325	NA	"USAP"	"Islas Orcadas R/V"	"876"	NA	NA	671	NA	NA	NA	"USARP/IS/876/130/SOSC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"10/21/18 12:32"	"http://n2t.net/ark:/65665/31a7c33db-3ade-494b-87af-a28466718237"
"USNM 89375"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"1991"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"1932"	NA	NA	"Submersible"	"South Pacific Ocean"	NA	NA	"Ecuador"	"Galapagos Islands"	NA	NA	"Isabela Island, Off Caleta Black"	-0.2519	-91.4611	NA	NA	"Johnson Sea Link I DSR/V"	NA	NA	NA	315	NA	NA	NA	NA	NA	NA	374983	NA	NA	NA	NA	NA	NA	NA	"7/27/18 6:04"	"http://n2t.net/ark:/65665/3020904f6-5f63-47c3-b94a-1945a9962dff"
"USNM 92402"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1281"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	"BOLLAND/RFB 1281"	NA	NA	395425	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:31"	"http://n2t.net/ark:/65665/3a3275c99-86f9-4802-9c6f-a7b0621ec172"
"USNM 92405"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"RFB 1281"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	"BOLLAND/RFB 1281"	NA	NA	395425	NA	NA	NA	NA	NA	NA	NA	"7/27/18 6:04"	"http://n2t.net/ark:/65665/3ecdbeb17-0e78-402f-9b8e-d772b08009cb"
"USNM 92413"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"RFB 1281"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	"BOLLAND/RFB 1281"	NA	NA	395425	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:31"	"http://n2t.net/ark:/65665/3a2c724f4-2fe7-4bbf-bc3f-7a87cf77e1e7"
"USNM 92419"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"RFB 1147"	"Bolland, R. F."	NA	"Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	"BOLLAND/RFB 1147"	NA	NA	395425	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:31"	"http://n2t.net/ark:/65665/3be980b15-9ee0-4633-a1d6-fba1693e2758"
"USNM 92935"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"RFB 1186"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeiki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	37	NA	NA	NA	"BOLLAND/RFB 1186"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:34"	"http://n2t.net/ark:/65665/3bea7303b-432d-447d-adbd-50df2e64674e"
"USNM 94442"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Mar-98"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"BI104"	"France, S. C."	NA	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	"Bishop Seamount"	18.8133	-159.058	NA	NA	"Pisces V DSR/V"	NA	NA	NA	1295	NA	NA	NA	NA	"AF385319; AY268461; DQ297436"	NA	407235	NA	NA	NA	NA	NA	NA	NA	"10/6/21 14:02"	"http://n2t.net/ark:/65665/32319fb26-ed51-44d3-9a67-235d90ddc8f6"
"USNM 97984"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"1 ca."	NA	"Alcohol (Ethanol)"	"1343"	"University of Southern California"	NA	"Dredge - Rock"	"South Pacific Ocean"	NA	NA	NA	NA	NA	NA	NA	-54.833	-129.817	NA	"USAP"	"Eltanin R/V"	"15"	NA	NA	604	NA	NA	NA	"USARP/EL/15/1343/USC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"10/21/18 14:03"	"http://n2t.net/ark:/65665/3ac756f0c-eff7-4c5a-89ca-0baf55cf745a"
"USNM 97985"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"1 ca."	NA	"Alcohol (Ethanol)"	"1414"	"University of Southern California"	NA	"Trawl - Blake"	"South Pacific Ocean"	NA	NA	"New Zealand"	NA	NA	NA	"Macquarie Ridge"	-52.325	160.617	NA	"USAP"	"Eltanin R/V"	"16"	NA	NA	798	NA	NA	NA	"USARP/EL/16/1414/USC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"10/21/18 14:03"	"http://n2t.net/ark:/65665/3e39c24c4-088b-4ba5-9977-a176f4d09464"
"USNM 98166"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"500 ca."	NA	"Alcohol (Ethanol)"	"1536"	"University of Southern California"	NA	"Trawl - Blake"	"South Atlantic Ocean"	"Scotia Sea"	NA	NA	NA	NA	NA	"South Georgia Island"	-54.5	-39.342	NA	"USAP"	"Eltanin R/V"	"22"	NA	NA	686	NA	NA	NA	"USARP/EL/22/1536/USC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"10/21/18 14:04"	"http://n2t.net/ark:/65665/3e91fd8c0-829e-484d-b2dc-9a78a90ec482"
"USNM 98205"	"Specimen/Lot"	"Acanthogorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"Jun-00"	"Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	"USAP project; Sub Antarctic collection"	"2"	NA	"Alcohol (Ethanol)"	"282"	"Smithsonian Oceanographic Sorting Center"	NA	"Trawl - Blake"	"South Pacific Ocean"	NA	NA	"Chile"	"Magallanes y Antartica Chilena"	NA	NA	"Strait Of Magellan, west mouth of strait"	-53.108	-75.767	NA	"USAP"	"Eltanin R/V"	"21"	NA	NA	1920	NA	NA	NA	"USARP/EL/21/282/SOSC"	NA	NA	372336	NA	NA	NA	NA	NA	NA	NA	"10/21/18 14:04"	"http://n2t.net/ark:/65665/35b728547-7ca4-4cf8-a7c4-5d6e2ac25998"
