"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 75431"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1440"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Bolo Point, 200 M West of Zampa-Misaki"	26.435	127.713	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	"BOLLAND/RFB 1440"	NA	"Original Number : OK0832RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3ff464820-49ea-48cb-a091-e5088e0ed5ab"
"USNM 75432"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1474"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	"BOLLAND/RFB 1474"	NA	"Original Number : OK0835RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/34dfa619a-1a21-4056-b32f-f4aaf8be1e1a"
"USNM 75440"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1477"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	"BOLLAND/RFB 1477"	NA	"Original Number : OK0843RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3f017529d-06d9-480f-b46b-f8e7f2659687"
"USNM 75527"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Iriomote, Sakiyama"	24.3167	123.675	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA	"Original Number : OK0952KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/39606fd95-c3f8-49fd-b494-2f30cbce4d52"
"USNM 75579"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Bise"	26.7083	127.875	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA	NA	"Original Number : OK1012KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/345d3cfa8-f412-41e5-8d19-3f410258b863"
"USNM 75733"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.73	127.75	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Original Number : OK0021KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3bef611ff-83c0-47ed-b04c-e45ef8e2fb0a"
"USNM 75806"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Izena, Yosa Iwa"	26.9	127.9	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	"Original Number : OK0132KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/394ab4a1b-b0f4-4e71-b406-09dcd2787331"
"USNM 75878"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Oku"	26.85	128.28	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	"Original Number : OK0214KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/341424fdf-da54-49c1-98d4-5c987f6406f6"
"USNM 75885"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	"RFB 0963"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	"BOLLAND/RFB 0963"	NA	"Original Number : OK0224RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3d80ede17-783b-411a-9419-9b923341ab58"
"USNM 76113"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7	127.83	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	"Original Number : OK0501KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3d58e9561-f59d-4140-9ee3-aed04a52a483"
"USNM 76124"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7	127.83	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	"Original Number : OK0512KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3815ed091-f71c-48e0-a0be-4ba006acf7fd"
"USNM 76166"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Kerama, Sakubaru"	26.18	127.28	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	"Original Number : OK0559KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/31acc88ec-3dfd-4557-84dc-674945df5cfd"
"USNM 76255"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Kerama, Sakubaru"	26.18	127.28	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	"Original Number : OK0664KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/30d27977f-e457-4ed8-8c43-adaac917ace4"
"USNM 77283"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Alcohol (Ethanol)"	"C530"	NA	NA	NA	"South Pacific Ocean"	NA	NA	"New Zealand"	NA	NA	NA	"Kermadec Islands"	-30.63	-178.52	NA	"Leeward Cruise"	"Viti R/V"	NA	NA	NA	219	NA	NA	NA	NA	NA	NA	248551	NA	NA	NA	NA	NA	NA	NA	"10/18/18 21:36"	"http://n2t.net/ark:/65665/3ddcedc47-a9a1-405d-8b82-35a64c707bb8"
"USNM 77583"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Bonin Islands, Aniseto, Tamanohama"	26.1033	142.208	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	NA	"Original Number : OG0076KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3d330baea-1b5b-42bd-981c-47bf9f75c3a1"
"USNM 77592"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Bonin Islands, Ototojima, Komori"	27.175	142.18	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	"Original Number : OG0085KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3dca3dc71-f13d-46f3-8676-efaf87df29f6"
"USNM 77598"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Bonin Islands, Ototojima, Komori"	27.175	142.18	NA	NA	NA	NA	NA	NA	35	NA	NA	NA	NA	NA	"Original Number : OG0091KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/32600f972-9bdd-4f0b-a2f4-600e1fd97ac8"
"USNM 77602"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Bonin Islands, Ototojima, Komori"	27.175	142.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Original Number : OG0095KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3f1192059-ad97-4308-a81c-f6fe7b0eea68"
"USNM 77633"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Honshu Island, Izu"	34.83	139.08	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	NA	"Original Number : JP0107KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3411aa143-5195-41f4-a877-ced0f6365645"
"USNM 79406"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5401"	"United States Fish Commission"	NA	"Trawl - McCormick, 6 ft"	"North Pacific Ocean"	"Visayan Sea"	NA	"Philippines"	"Cebu"	NA	NA	"Malapascua Island, off North coast Cebu Island"	11.4125	124.1	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	55	NA	NA	NA	"USFC/A5401"	NA	NA	67302	NA	NA	NA	NA	NA	NA	NA	"8/6/19 18:16"	"http://n2t.net/ark:/65665/3fbf1c754-629b-4d63-9784-4cb209b91b7c"
"USNM 87572"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 1134"	"Bolland, R. F."	NA	"Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	52	NA	NA	NA	"BOLLAND/RFB 1134"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:02"	"http://n2t.net/ark:/65665/359a5cce9-7994-4212-a60a-c207a90cabdc"
"USNM 87586"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	"Jun-94"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Dry"	"RFB 1129"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 1129"	NA	NA	381691	NA	NA	NA	NA	NA	NA	NA	"10/21/18 13:03"	"http://n2t.net/ark:/65665/3b91c2a7b-d193-4cd9-81f3-57f5c2e020af"
"USNM 94568"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"371F"	NA	NA	NA	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Quissico, 40 Mile E"	-24.77	35.3	NA	"IIOE - International Indian Ocean Expedition - International Indian Ocean Expedition"	"Anton Bruun R/V"	"7"	NA	NA	110	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"12/16/19 22:02"	"http://n2t.net/ark:/65665/3c623703d-1656-48ab-aef6-f6b06860344d"
"USNM 1010525"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"DRY"	"HGP 19"	NA	NA	NA	"South Pacific Ocean"	"Coral Sea"	NA	"New Caledonia"	NA	NA	NA	"Chesterfield Islands"	-19.67	158.451	NA	NA	NA	NA	NA	NA	250	NA	NA	NA	"Chalutage #2"	NA	NA	340617	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/38646549c-e9a3-4cb1-b1b1-5b28c69bb830"
"USNM 1076885"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"16-Oct-85"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"18"	NA	NA	NA	"Indian Ocean"	"Andaman Sea"	NA	"Thailand"	NA	NA	NA	"Phuket Island, West Of"	7.57	98	NA	"IIOE"	"Te Vega R/V"	"1"	NA	NA	77	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/33f2b887f-1578-45f3-abff-eac79e70a13c"
"USNM 1077458"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"18"	NA	NA	NA	"Indian Ocean"	"Andaman Sea"	NA	"Thailand"	NA	NA	NA	"Phuket Island, West Of"	7.57	98	NA	"IIOE"	"Te Vega R/V"	"1"	NA	NA	77	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/3a0208884-df54-4794-83bc-e826187036af"
"USNM 1078825"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"18"	NA	NA	NA	"Indian Ocean"	"Andaman Sea"	NA	"Thailand"	NA	NA	NA	"Phuket Island, West Of"	7.57	98	NA	"IIOE"	"Te Vega R/V"	"1"	NA	NA	77	NA	NA	NA	NA	NA	NA	260812	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/372541bf0-81e7-4e34-aa47-05964ffad051"
"USNM 1089996"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"422"	"Power, A."	NA	NA	"South Pacific Ocean"	"Coral Sea"	NA	"Vanuatu"	NA	NA	NA	"Espiritu Santo Island"	-15.25	166.83	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	NA	335864	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/362c01170-ade5-4a5b-8d16-50dff461a561"
"USNM 1091377"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"19-Jul-10"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	NA	"Forhan, T."	NA	NA	"North Pacific Ocean"	NA	NA	"Philippines"	"Bohol"	NA	NA	"Bohol Island"	10.2983	124.182	NA	NA	"Alpha Helix R/V"	NA	NA	NA	30	NA	NA	NA	"F12"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/3f94e2d1b-7ca0-47c1-8df4-1d4ab1921cd5"
