Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1006154,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",8-Jun-01,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,DRY,,"Renfro, K.",8-Mar-00,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, east of the Delarof Islands",51.6962,-178.342,,,Spirit of the North R/V,,,,to 280,,,,"AB01-64, sample #16",,,2022850,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3a286394e-d0f6-49b0-bc1c-e40f392ea721
USNM 1010177,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2001,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,DRY,135,,24-Jun-00,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Semisopochnoi Island",52.1756,179.608,,,Dominator R/V,,,,128 to 135,,,,,,,2026552,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3d298502c-d549-411c-a6ff-fb46c1222904
USNM 1011091,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,3,,Alcohol (Ethanol),Dive 5604,"Melecha, P.",16-Jul-02,Submersible,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Semisopochnoi Island, Petrel Bank",52.2243,-179.888,,,Delta DSR/V,,,,to 40,,,,"AB02-121, sample #27 & 28",,,2039591,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e413aa6f-1e00-4731-8690-ee18f2ebb2a4
USNM 1011092,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),Dive 5515,"Stone, R.",22-Jul-02,Submersible,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Middle Reef",51.8864,176.189,,,Delta DSR/V,,,,to 54,,,,"AB02-136, sample #57",,,2039591,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/31ae193f5-ec06-44d6-addc-dfeafd138f39
USNM 1011273,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Stone, R.; Malecha, P.; Courtney, D.",21-Jul-02,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, Adak Island, Beyer Bay",51.6427,-176.328,,,,,,,to 24,,,,"AB02-133, sample #52, 53",,,2039591,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/30fd285f1-1a8a-4012-abb4-f1ce6997a716
USNM 1011275,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,Dive 5515,"Stone, R.",22-Jul-02,Submersible,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, Little Tanaga Pass",51.8845,-176.189,,,Delta DSR/V,,,,to 52,,,,"AB02-139, sample #59",,,2039591,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/310b03fcc-1498-4edd-8e32-7e821f965bf9
USNM 1013069,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 121,,5-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, Tanaga Island",51,-178,,,Pacific Knight R/V,,,,to 375,,,,"94T, 94-18, 4",,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3d693c1a0-a7dd-4865-8975-f7be6d2607cb
USNM 1071926,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,2354,United States Fish Commission,22 Jan 1885,Trawl - Small Beam,North Atlantic Ocean,Caribbean Sea,,Mexico,Quintana Roo,,,"Yucatan Channel, Cozumel Island",20.9917,-86.3958,,,Albatross R/V,,,,238,,,,USFC/A2354,,,,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/34edb316d-5400-4ab0-9054-f69bb2e7a906
USNM 1071933,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Trelease, W.",,,North Atlantic Ocean,,,Azores,,,,Corvo,,,,,,,,,,,,,,,,29882,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3a8d7364a-11bc-4357-a9fa-70dea4774019
USNM 1133587,Specimen/Lot,Calcigorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Stone, Robert, (AFSC/TSMRI), National Marine Fisheries Service (UNITED STATES)",,Calcigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),6224,,6-Jul-04,,North Pacific Ocean,,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, South of Amilia Island",51.9716,-173.946,,,Delta DSR/V,,,,to 96,,,,,,,2035964,,,,,,,,10/8/14 17:15,http://n2t.net/ark:/65665/3601bcc17-9505-4fd2-ae3b-fa23cd7ba4d2
USNM 100735,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 161,,18-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Delarof Islands, Amatignak Island",51,-179,,,Pacific Knight R/V,941,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/35f57bd0a-3cf7-4dd2-92f8-dac52879aa7e
USNM 100777,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 52,,17-Aug-86,Trawl - Noreast,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Amchitka Island",51.23,179.2,,,,861,,,,,,,,,,395425,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/31375c9f4-c816-4c79-8aa9-8616390134d8
USNM 100805,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),84,,12-Jul-84,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, Seguam Island",52.6,-172.33,,,Starlight R/V,84-1,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e6af8746-9580-4a76-845b-eb996411c518
USNM 100806,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 161,,18-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Delarof Islands, Amatignak Island",51,-179,,,Pacific Knight R/V,941,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/362e3b6b1-d7df-489c-9a3b-11ed146a955d
USNM 100807,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 161,,18-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Delarof Islands, Amatignak Island",51,-179,,,Pacific Knight R/V,941,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3708b61cc-e4c5-45dc-bb39-c44a87d42773
USNM 100809,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),haul 153,,11-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Semisopochoi Island",52.17,-180,,Aleutian Islands Survey,Vesteraalen R/V,941,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3363709ef-77ad-41a8-8a0c-533d574c54d2
USNM 100815,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,0,,Dry,haul 184,,23-Jul-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Andreanof Islands, Kanaga Island",52,-177,,Aleutian Islands Survey,Vesteraalen R/V,941,,,,,,,,,,,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3304b6025-0288-4613-8b25-3383afbb03fd
USNM 100816,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,3,,Dry,haul 40,,12-Jun-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Fox Islands, Umnak Island",52.68,-170.82,,,Pacific Knight R/V,941,,,,,,,,,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/38a50e033-aa86-470a-b48b-1305e841810b
USNM 60278,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",Jun-17,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria","Calicigorgia spiculifera Broch, 1935",,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Chew, K. K.",1-Sep-68,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Amchitka Pass, West Of Island",51.53,-179.25,,,,,,,278 to 289,,,,,,,0,,,,,,,,6/2/17 14:39,http://n2t.net/ark:/65665/3840b9973-14dd-48e2-a7b4-4e764172344e
USNM 75091,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",10-Jan-84,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"McDaniel, N.",1983,,North Pacific Ocean,,,Canada,British Columbia,,,"Queen Charlotte Strait, Near N End Of Vancouver Island",50.87,-127.47,,,,,,,30 to 50,,,,,,,358060,,,,,,,,1/27/17 19:00,http://n2t.net/ark:/65665/362126fbe-6ffc-4291-9c60-78e63451e713
USNM 8848,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Feb-96,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria","Primnoa compressa Verrill, 1865",,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,5,,Dry; Slide,,"Dall, W. H.",1872,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Fox Islands, Akutan Pass, Chica Island",54.12,-165.92,,U.S. Coast Survey,,,,,,,,,,,,0,,,,,,,,10/20/14 13:07,http://n2t.net/ark:/65665/364b2eb0a-d9b7-446c-84aa-a9f06aa2cd24
USNM 8849,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria","Fanellia compressa (Verrill, 1865); Primnoa compressa Verrill, 1865",,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Dry,,"Dall, W. H.",1872,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Fox Islands, Akutan Pass, Gull Island",54.12,-165.92,,U.S. Coast Survey,,,,,,,,,,,reference number : 202,0,,,,,,,,10/20/14 13:07,http://n2t.net/ark:/65665/3563de0b8-9fa6-496a-83f8-4bbdef335005
USNM 1004602,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",26-Sep-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,,26-Feb-01,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,,,,,,,,,,,,,,AB01-45,,,2021644,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3c5a5c101-c222-4854-bb95-b0b4cf4eba68
USNM 1006139,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",25-Sep-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,4,,DRY; Alcohol (Ethanol),,"Lindner, A.",22-May-01,snail bag,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Fox Islands, Unalaska Island",53.1439,-167.14,,NOAA Expedition 2001,Vesteraalen R/V,2001-01,,,to 107,,,,haul 7 #1,,,2022850,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3d0cb1e74-31ba-48bb-8c3d-75af94b49f7b
USNM 1006226,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",8-Jun-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,DRY,,"Slear, J.",21-Nov-00,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Semisopochnoi Island",51.8925,179.336,,,,,,,,,,,AB01-46,,,2022850,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3d351e49e-a879-483e-a180-f533c9b47d0a
USNM 1006249,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",8-Jun-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,DRY,,"Slear, J.",4-Dec-00,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,,,,,,,,,,,,,,"AB01-4, sample #AE114",,,2022850,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/356857ac2-0eb5-46b0-acf7-85e889de3477
USNM 1006324,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",28-Feb-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,DRY,,"Palmer, D.",26-Jan-00,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, southeast of Rat Islands",52.231,175.159,,,Alaska Sea R/V,,,,to 183,,,,AB00-38,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/37e18a5cf-a150-4c54-8181-e8b599ae62ec
USNM 1011013,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),AB80-26,"Barr, L.; Mercier, J.",2-Jun-74,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Rat Islands, Amchitka Island, Kirilof Point, near tip of point",,,,,,,,vertical bedrock wall,to 24,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/32b225af5-0e41-4a5b-8aef-96c6dcdfaf1f
USNM 1011026,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",16-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),AB99-15,"Stone, R.",2-Jun-99,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Little Port Walter Light, Alex's Grotto, gorgonian growth study site",,,,,,,,,29 to 30,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e8a4f115-d09f-4848-966c-728230869cc2
USNM 1011027,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),AB99-14,"Stone, R.",1-Jun-99,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Tenahee Inlet, East Point, gorgonian growth study site",,,,,,,,,to 21,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/369d683a0-99fc-4462-b49f-ebbc76d6995c
USNM 1011029,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),AB70-99,Ellis; Williamson; Hoopes; Barr,1-Jul-70,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Liesnoi Island, Peril Strait",,,,,,,,,to 15,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3147555d0-dfc9-469b-a424-8e16412fe7f6
USNM 1011030,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),AB62-172,"Guost, J. G.",8-May-62,Scuba,North Pacific Ocean,Gulf of Alaska,,United States,Alaska,,,"Alexander Archipelago, Baranof Island, Little Port Walter",,,,,,,,,to 11,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3187d3dce-5087-43be-a9cf-e4bbfcc5a777
USNM 1011072,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2-Mar-01,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol),AB77-72,"Carlson, H. R.",17-Jul-77,Scuba,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Lisianski Strait, 50 yards from shore",,,,,,,,,4 to 10,,,,,,,2019546,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/38d90603e-40a4-4e04-8116-320a2fb1d194
USNM 1012500,Specimen/Lot,"Calcigorgia spiculifera Broch, 1935",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,"Calcigorgia spiculifera Broch, 1935 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol); SEM Stub,haul 44,,11-Jun-94,,North Pacific Ocean,Bering Sea,,United States,Alaska,,,"Aleutian Islands, Fox Islands, Umnak Island",53.1945,-169.685,,,Vesteraalen R/V,94-1,,,to 431,,,,"94D #1, 94-15, 32",,,412888,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3604a5775-b4b9-4437-b6aa-e998e87d8105
