"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 52315"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Williams, E. H."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Okinawa Island, off Yonabaru-cho"	26.18	127.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:10"	"http://n2t.net/ark:/65665/3ee74bebf-2502-4d81-bc3a-74bfeb610dd4"
"USNM 54563"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"100"	NA	"Alcohol (Ethanol)"	"1723C"	"Moore, J. G."	NA	NA	"North Pacific Ocean"	NA	NA	"United States"	"Hawaii"	NA	NA	"Hawaii Island, South Of"	18.5517	-155.435	NA	NA	NA	NA	NA	NA	1922	NA	NA	NA	NA	NA	NA	323389	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/32bf49980-9026-4336-8a0d-f208b0d97394"
"USNM 57499"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5248"	"United States Fish Commission"	NA	"Dredge - Johnston oyster, 6 ft"	"North Pacific Ocean"	"Gulf of Davao"	NA	"Philippines"	"Davao"	NA	NA	"Mindanao Island, Davao City"	7.1236	125.673	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	33	NA	NA	NA	"USFC/A5248"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"7/24/19 13:42"	"http://n2t.net/ark:/65665/368f2f794-ece1-4a23-9278-fa1dbd017db7"
"USNM 57500"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"5401"	"United States Fish Commission"	NA	"Trawl - McCormick, 6 ft"	"North Pacific Ocean"	"Visayan Sea"	NA	"Philippines"	"Cebu"	NA	NA	"Malapascua Island, off North coast Cebu Island"	11.4125	124.1	NA	"Philippines Expedition"	"Albatross R/V"	NA	NA	NA	55	NA	NA	NA	"USFC/A5401"	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	"8/6/19 18:16"	"http://n2t.net/ark:/65665/38a3bd266-0d51-45d8-a470-9990b8a717eb"
"USNM 58450"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Faulkner, D. J."	NA	"Scuba Gear"	"North Pacific Ocean"	NA	NA	"Palau"	NA	NA	NA	"Ngargol Island, Peduliaes Point"	7.33	134.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	334826	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:10"	"http://n2t.net/ark:/65665/37dd17af4-527c-424e-8437-41a15158a08b"
"USNM 58452"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Faulkner, D. J."	NA	"Scuba Gear"	"North Pacific Ocean"	NA	NA	"Palau"	NA	NA	NA	"Ngemelis Island, The Great Reef"	7.1	134.23	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	NA	NA	334826	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:10"	"http://n2t.net/ark:/65665/3664a4dd7-56a4-4f29-b947-b25edd5b7ae2"
"USNM 58453"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Faulkner, D. J."	NA	"Scuba Gear"	"North Pacific Ocean"	NA	NA	"Palau"	NA	NA	NA	"Ngargol Island, Peduliaes Point"	7.33	134.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	334826	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:10"	"http://n2t.net/ark:/65665/37e2791c8-fc85-4501-ba6d-baf974297cae"
"USNM 58495"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Faulkner, D. J."	NA	NA	"North Pacific Ocean"	NA	NA	"Palau"	NA	NA	NA	"Ngemelis Island, The Great Reef"	7.1	134.23	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	334826	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:10"	"http://n2t.net/ark:/65665/3397c798f-34c1-405d-b50d-e97a0655cad2"
"USNM 75317"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Bise"	26.7014	127.875	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA	"Original Number : OK0697KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3dff87cbf-5bb8-4413-8021-3e7ece074f08"
"USNM 75332"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Shimoji, 333"	24.8383	125.13	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Original Number : OK0719KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3dc1db7ea-ea2d-40c9-a79b-c19f2179c3d1"
"USNM 75333"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Shimoji, 333"	24.8433	125.13	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Original Number : OK0720KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/386427d99-5e49-4bc4-b567-b1bcea509448"
"USNM 75334"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Shimoji, 333"	24.8383	125.13	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	NA	"Original Number : OK0721KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/33a9f223c-0bff-40d1-939c-e813f8f38e8f"
"USNM 75342"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	NA	NA	NA	"Miyako, Tori Ike"	24.82	125.13	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	"Original Number : OK0729KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/317786a6d-fd58-4d68-bf1b-2fe58786b0a2"
"USNM 75346"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Onna Island"	26.5	127.848	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	NA	NA	"Original Number : OK0735KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3e2bece5d-7dba-4481-b0b8-80a863ef9a1b"
"USNM 75348"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1483"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Onna Island"	26.5	127.848	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	"BOLLAND/RFB 1483"	NA	"Original Number : OK0737KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/342a6067e-4604-4ba0-96be-8f69ced45f1d"
"USNM 75357"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.83	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	NA	"Original Number : OK0752KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3c4d22514-f2c8-4161-8acc-0b9d873b6820"
"USNM 75358"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.833	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	"Original Number : OK0755KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3698e087c-fce2-4360-aa61-caac99cc9fc8"
"USNM 75359"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.83	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA	"Original Number : OK0762KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/30ffb3a02-1a3c-43f9-a5ae-c78c62122683"
"USNM 75360"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.83	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	NA	"Original Number : OK0769KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3d879e174-f039-422e-8444-27930c234e88"
"USNM 75361"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima, Waji Hama"	26.73	127.758	NA	NA	NA	NA	NA	NA	24.6	NA	NA	NA	NA	NA	"Original Number : OK0772KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3fd39e6ff-8d8d-4bc7-a1ac-fea1a8df5e52"
"USNM 75383"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima, Waji Hama"	26.73	127.758	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA	"Original Number : OK0773KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3c7c6af44-a27f-4276-9a15-a3c185873992"
"USNM 75384"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Bise"	26.7083	127.875	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	"Original Number : OK0786KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/332f819b3-f090-46d3-93d2-90d49b812a58"
"USNM 75385"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.83	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	NA	"Original Number : OK0780KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/3e042d64c-90a6-4c5f-8e13-4dab1a81a58c"
"USNM 75386"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	NA	"Muzik, K."	NA	NA	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Iejima"	26.7233	127.83	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	NA	"Original Number : OK0781KM"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:36"	"http://n2t.net/ark:/65665/394c0292a-0b8a-4e9b-8797-55bf94b93edc"
"USNM 75412"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1430"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 1430"	NA	"Original Number : OK0813RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3716a7908-ce49-40c2-8e05-eb4b8c4a240a"
"USNM 75413"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1471"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	"BOLLAND/RFB 1471"	NA	"Original Number : OK0818RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/380972fc7-299b-4336-b14f-0c84be8d9f57"
"USNM 75423"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1458"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	64	NA	NA	NA	"BOLLAND/RFB 1458"	NA	"Original Number : OK0825RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/3e8eae6a1-3a06-45ce-a68b-e003277b1e08"
"USNM 75424"	"Specimen/Lot"	"Acalycigorgia sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Muzik, Katherine, (UNITED STATES)"	NA	"Acalycigorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1 ca."	NA	"Alcohol (Ethanol)"	"RFB 1474"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki"	26.5067	127.877	NA	NA	NA	NA	NA	NA	49	NA	NA	NA	"BOLLAND/RFB 1474"	NA	"Original Number : OK0834RB"	350091	NA	NA	NA	NA	NA	NA	NA	"5/11/20 17:32"	"http://n2t.net/ark:/65665/38f33950d-a771-415f-96f5-61292c07425a"
